timestamp,tag_id
5.998,tag2471
5.186,tag5388
5.312,tag7650
5.442,tag2485
5.081,tag5297
5.380,tag5293
5.088,tag2491
5.542,tag5303
5.737,tag2487
5.248,tag6490
5.376,tag2466
5.195,tag5296
5.363,tag6485
5.262,tag6466
5.297,tag2481
5.024,tag6468
5.954,tag2493
5.815,tag2491
5.009,tag2475
5.607,tag4969
5.362,tag2493
5.392,tag5292
5.650,tag2468
5.161,tag6484
5.265,tag5284
5.498,tag5306
5.234,tag2475
5.748,tag6479
5.780,tag6471
5.373,tag2481
5.247,tag5308
5.884,tag5298
5.396,tag2468
5.650,tag8302
5.102,tag2466
5.914,tag5308
5.119,tag2478
6.930,tag6476
6.603,tag5308
6.106,tag6464
6.218,tag6486
6.204,tag5282
6.815,tag6477
6.185,tag2487
6.795,tag5282
6.101,tag5306
6.639,tag6473
6.695,tag5305
6.418,tag2483
6.414,tag6486
6.391,tag2476
6.902,tag5307
6.578,tag5305
6.015,tag5288
6.089,tag6489
6.146,tag2474
6.925,tag6474
6.302,tag2476
6.315,tag5310
6.086,tag6488
6.640,tag6474
6.615,tag6489
6.565,tag2475
6.384,tag6474
6.041,tag5292
6.668,tag6466
6.550,tag2493
6.308,tag2490
6.447,tag2487
6.619,tag5280
6.764,tag5308
6.811,tag2475
6.359,tag5288
6.041,tag2466
6.778,tag6484
6.653,tag5304
6.996,tag5284
7.132,tag5292
7.686,tag2474
7.833,tag5284
7.324,tag2474
7.254,tag2473
7.592,tag7853
7.372,tag5300
7.637,tag2474
7.169,tag2488
7.636,tag5283
7.252,tag2470
7.265,tag2487
7.360,tag9449
7.177,tag2478
7.820,tag5298
7.733,tag6484
7.291,tag5289
7.896,tag2487
7.022,tag5282
7.106,tag2483
7.584,tag5306
7.624,tag5303
7.937,tag5280
7.096,tag5308
7.402,tag6481
7.645,tag5283
7.602,tag2492
7.165,tag2479
7.406,tag5281
7.012,tag5286
7.413,tag5289
7.813,tag6490
7.300,tag2468
7.715,tag6494
7.080,tag2493
7.997,tag5294
7.123,tag6466
7.712,tag6480
7.686,tag6491
7.642,tag4338
8.880,tag3557
8.842,tag2479
8.192,tag5300
8.379,tag6479
8.472,tag6494
8.437,tag5281
8.789,tag6483
8.565,tag6468
8.112,tag5281
8.977,tag5302
8.138,tag5282
8.737,tag5284
8.199,tag6487
8.880,tag8740
8.107,tag6488
8.034,tag5282
8.825,tag6469
8.100,tag2494
8.294,tag6477
8.351,tag2465
8.910,tag791
8.851,tag6494
8.031,tag5306
8.469,tag5302
8.714,tag6477
8.170,tag6482
8.762,tag5298
8.491,tag86
8.593,tag5311
8.578,tag8432
8.498,tag5294
8.490,tag6469
8.628,tag9190
8.892,tag2489
8.372,tag2465
8.379,tag2474
8.127,tag5309
8.348,tag6466
8.662,tag5308
8.439,tag5309
9.126,tag6478
9.508,tag6479
9.723,tag6473
9.603,tag11860
9.956,tag5300
9.165,tag6470
9.151,tag5304
9.435,tag2483
9.281,tag6470
9.013,tag2466
9.500,tag2478
9.142,tag2465
9.741,tag2464
9.846,tag7066
9.680,tag6478
9.313,tag2491
9.242,tag5306
9.250,tag6474
9.622,tag2465
9.894,tag6475
9.832,tag5304
9.251,tag1730
9.519,tag6476
9.541,tag6493
9.639,tag6465
9.410,tag6485
9.392,tag3435
9.638,tag5302
9.062,tag2489
9.580,tag2486
9.940,tag2489
9.462,tag5305
9.469,tag5292
9.353,tag5289
9.996,tag2493
9.780,tag6472
9.704,tag5297
9.482,tag2475
9.245,tag2486
9.428,tag2495
10.153,tag6487
10.085,tag2467
10.531,tag2472
10.657,tag6464
10.250,tag5298
10.186,tag5294
10.904,tag5293
10.668,tag5285
10.197,tag6483
10.742,tag6469
10.264,tag5287
10.493,tag5310
10.700,tag2473
10.160,tag5280
10.665,tag6495
10.419,tag2491
10.637,tag1227
10.610,tag5281
10.511,tag2470
10.213,tag5282
10.094,tag5301
10.779,tag2494
10.435,tag5298
10.827,tag6467
10.334,tag2489
10.975,tag8310
10.192,tag5301
10.784,tag5285
10.545,tag6489
10.006,tag2470
10.789,tag2467
10.617,tag10040
10.213,tag6469
10.101,tag2475
10.775,tag5306
10.369,tag10720
10.862,tag2480
10.020,tag5300
10.498,tag6467
10.575,tag5306
11.014,tag7300
11.475,tag6473
11.645,tag5285
11.427,tag5280
11.987,tag6471
11.129,tag5287
11.451,tag6479
11.774,tag5303
11.293,tag5285
11.670,tag2493
11.011,tag5282
11.389,tag6469
11.958,tag6474
11.316,tag6467
11.470,tag11932
11.954,tag5303
11.386,tag2494
11.292,tag2485
11.870,tag6485
11.601,tag5289
11.377,tag2479
11.807,tag6478
11.263,tag5300
11.289,tag6466
11.274,tag6473
11.347,tag6495
11.797,tag6495
11.309,tag6478
11.708,tag2493
11.792,tag9600
11.772,tag5302
11.885,tag6480
11.189,tag2476
11.363,tag5298
11.246,tag2473
11.866,tag8087
11.156,tag2469
11.519,tag2481
11.990,tag5293
11.262,tag2477
12.946,tag2470
12.254,tag6472
12.378,tag5291
12.871,tag5303
12.922,tag5305
12.319,tag5296
12.183,tag5305
12.992,tag2479
12.941,tag5296
12.837,tag6465
12.056,tag6494
12.677,tag5292
12.758,tag6492
12.257,tag2487
12.169,tag2488
12.468,tag5280
12.928,tag586
12.889,tag6487
12.926,tag2470
12.452,tag5284
12.116,tag5310
12.736,tag2478
12.439,tag2473
12.247,tag2490
12.335,tag6482
12.318,tag2470
12.979,tag1865
12.560,tag6477
12.755,tag5296
12.998,tag7088
12.289,tag1592
12.144,tag5298
12.511,tag2485
12.186,tag6482
12.277,tag2477
12.712,tag5294
12.889,tag5285
12.206,tag2475
12.583,tag6476
12.841,tag5306
13.335,tag8502
13.015,tag2469
13.872,tag7816
13.037,tag5303
13.356,tag6464
13.121,tag8452
13.576,tag2488
13.954,tag2470
13.531,tag6465
13.967,tag5295
13.103,tag5290
13.096,tag5281
13.018,tag5296
13.523,tag6493
13.870,tag5302
13.123,tag5297
13.110,tag6481
13.861,tag5294
13.747,tag6493
13.694,tag5304
13.396,tag6466
13.401,tag5941
13.843,tag6491
13.848,tag2489
13.958,tag6473
13.663,tag4091
13.069,tag5291
13.225,tag6465
13.633,tag2493
13.866,tag5282
13.628,tag6481
13.251,tag5286
13.951,tag2479
13.648,tag2486
13.084,tag6481
13.124,tag5308
13.577,tag2490
13.740,tag6469
13.650,tag2478
13.461,tag6487
14.469,tag6494
14.222,tag5301
14.012,tag2489
14.557,tag5300
14.296,tag2477
14.606,tag5284
14.517,tag6467
14.521,tag2470
14.417,tag11081
14.616,tag5292
14.739,tag6470
14.785,tag2481
14.413,tag6472
14.498,tag2471
14.418,tag9353
14.380,tag6471
14.723,tag2482
14.648,tag2488
14.381,tag6495
14.803,tag6483
14.088,tag2478
14.959,tag5295
14.026,tag2464
14.920,tag2483
14.517,tag6491
14.390,tag6491
14.453,tag6486
14.099,tag5294
14.880,tag2473
14.440,tag7993
14.692,tag6485
14.363,tag5290
14.513,tag5299
14.821,tag2485
14.524,tag6890
14.412,tag5292
14.353,tag6470
14.692,tag10402
14.711,tag5299
14.842,tag2489
15.197,tag6465
15.871,tag6481
15.574,tag6473
15.157,tag5289
15.100,tag5281
15.823,tag6495
15.685,tag5280
15.354,tag5295
15.859,tag2470
15.192,tag1046
15.220,tag5283
15.055,tag5308
15.159,tag5282
15.006,tag5300
15.418,tag2483
15.243,tag2468
15.413,tag6478
15.022,tag6495
15.170,tag5291
15.396,tag5298
15.336,tag2488
15.826,tag5307
15.191,tag5304
15.035,tag5307
15.242,tag2473
15.545,tag5297
15.467,tag6492
15.368,tag5290
15.629,tag2488
15.505,tag2494
15.942,tag2472
15.588,tag9788
15.608,tag5305
15.543,tag5285
15.658,tag2465
15.390,tag2464
15.321,tag5294
15.562,tag5284
15.193,tag6483
15.289,tag5294
16.356,tag2482
16.937,tag2472
16.897,tag2486
16.248,tag6493
16.182,tag2470
16.713,tag6478
16.431,tag5290
16.738,tag5304
16.565,tag6475
16.926,tag2480
16.936,tag6486
16.901,tag6482
16.974,tag6467
16.210,tag5300
16.695,tag1434
16.281,tag6478
16.930,tag2492
16.509,tag6492
16.673,tag5307
16.762,tag5311
16.175,tag6480
16.544,tag6479
16.358,tag5290
16.137,tag5299
16.238,tag2494
16.133,tag6492
16.133,tag6483
16.334,tag6479
16.761,tag6491
16.599,tag6473
16.114,tag2477
16.206,tag2495
16.197,tag2483
16.161,tag2471
16.290,tag6487
16.469,tag5280
16.747,tag7941
16.109,tag6480
16.190,tag2495
16.920,tag5302
17.653,tag6480
17.025,tag6465
17.368,tag5298
17.102,tag8618
17.379,tag2484
17.230,tag2484
17.239,tag2480
17.905,tag6489
17.500,tag8123
17.142,tag2469
17.637,tag5308
17.479,tag5308
17.032,tag2464
17.143,tag6491
17.891,tag5306
17.904,tag5291
17.443,tag2464
17.469,tag2476
17.428,tag6493
17.974,tag6473
17.811,tag10149
17.609,tag6485
17.953,tag6490
17.299,tag6472
17.848,tag6465
17.691,tag6492
17.555,tag6487
17.565,tag5903
17.181,tag5294
17.221,tag6471
17.188,tag6470
17.227,tag6495
17.736,tag6471
17.852,tag9285
17.863,tag2472
17.627,tag6471
17.460,tag8422
17.968,tag6474
17.137,tag2469
17.237,tag5305
18.460,tag5293
18.909,tag5307
18.918,tag5287
18.745,tag5303
18.826,tag6464
18.722,tag2486
18.100,tag6486
18.034,tag6471
18.354,tag3984
18.114,tag5308
18.801,tag5284
18.874,tag6482
18.538,tag5296
18.014,tag2492
18.502,tag5311
18.182,tag5284
18.843,tag6489
18.393,tag11356
18.361,tag6468
18.589,tag2472
18.727,tag5303
18.937,tag2488
18.334,tag2494
18.631,tag2466
18.384,tag5297
18.569,tag2486
18.915,tag5282
18.774,tag1548
18.363,tag6470
18.681,tag5289
18.509,tag2487
18.334,tag2489
18.884,tag6484
18.894,tag6487
18.136,tag2473
18.405,tag6493
18.587,tag2474
18.252,tag6483
18.074,tag6485
18.304,tag5291
19.971,tag2486
19.839,tag6468
19.898,tag5297
19.237,tag5297
19.448,tag5305
19.197,tag2470
19.079,tag5283
19.719,tag6485
19.640,tag2464
19.327,tag3476
19.405,tag6495
19.057,tag2475
19.626,tag5285
19.257,tag2489
19.925,tag5281
19.415,tag2467
19.093,tag2474
19.358,tag5285
19.657,tag2473
19.741,tag2478
19.763,tag6494
19.559,tag2493
19.132,tag6481
19.655,tag2470
19.990,tag2473
19.625,tag5281
19.555,tag6477
19.738,tag6487
19.351,tag2625
19.213,tag2495
19.212,tag6397
19.660,tag5286
19.674,tag6489
19.410,tag5304
19.031,tag10766
19.242,tag6491
19.643,tag2491
19.981,tag2477
19.954,tag2481
19.088,tag2482
20.320,tag5290
20.579,tag2477
20.046,tag5303
20.435,tag2475
20.805,tag2465
20.912,tag5288
20.098,tag6486
20.090,tag6489
20.882,tag6489
20.201,tag527
20.135,tag5282
20.698,tag6491
20.065,tag5300
20.525,tag2472
20.633,tag5289
20.840,tag5302
20.970,tag1270
20.273,tag5284
20.069,tag2481
20.408,tag6467
20.011,tag2481
20.544,tag6493
20.982,tag6490
20.399,tag6481
20.973,tag2488
20.804,tag2490
20.239,tag6464
20.991,tag2488
20.087,tag6471
20.406,tag5283
20.549,tag6492
20.473,tag6464
20.592,tag2485
20.355,tag3864
20.613,tag6481
20.629,tag2468
20.262,tag5296
20.522,tag6486
20.066,tag5289
20.527,tag2477
21.152,tag5291
21.322,tag5282
21.410,tag2471
21.365,tag2470
21.453,tag6483
21.997,tag2482
21.731,tag2494
21.006,tag6473
21.623,tag2479
21.018,tag2480
21.058,tag6480
21.917,tag6481
21.091,tag2492
21.128,tag5292
21.921,tag4759
21.042,tag2487
21.648,tag2491
21.385,tag2479
21.978,tag6476
21.063,tag6487
21.756,tag5285
21.497,tag6490
21.593,tag422
21.415,tag2491
21.398,tag5308
21.740,tag5294
21.554,tag5298
21.090,tag2471
21.102,tag6464
21.055,tag5309
21.483,tag6485
21.844,tag6490
21.872,tag2467
21.518,tag2476
21.520,tag6481
21.664,tag2480
21.681,tag2490
21.802,tag5304
21.202,tag2483
21.932,tag6487
22.366,tag6473
22.919,tag5309
22.009,tag5300
22.035,tag6484
22.201,tag2482
22.406,tag6493
22.058,tag5293
22.049,tag6471
22.180,tag5311
22.498,tag9194
22.802,tag6482
22.778,tag5289
22.466,tag6470
22.415,tag5283
22.686,tag2492
22.042,tag5288
22.875,tag2478
22.310,tag6473
22.152,tag6477
22.974,tag5305
22.223,tag5298
22.464,tag5292
22.679,tag2485
22.657,tag2471
22.291,tag6468
22.201,tag2469
22.201,tag2469
22.032,tag5299
22.194,tag5302
22.172,tag2467
22.330,tag2479
22.809,tag5299
22.747,tag2470
22.461,tag5305
22.413,tag6470
22.076,tag2486
22.359,tag6474
22.005,tag5301
22.149,tag2483
22.153,tag5287
23.324,tag6471
23.507,tag6466
23.404,tag5298
23.727,tag5295
23.015,tag5286
23.689,tag8013
23.841,tag5289
23.624,tag6969
23.084,tag6471
23.595,tag5295
23.821,tag6467
23.041,tag2470
23.815,tag6475
23.011,tag2475
23.032,tag6746
23.151,tag5290
23.198,tag5293
23.997,tag2468
23.497,tag2466
23.199,tag5284
23.092,tag2490
23.803,tag2474
23.135,tag6495
23.745,tag2467
23.435,tag6474
23.748,tag6483
23.068,tag6471
23.240,tag2478
23.878,tag6479
23.392,tag6467
23.826,tag6485
23.652,tag5294
23.793,tag2491
23.951,tag2465
23.411,tag2490
23.545,tag5301
23.619,tag2493
23.187,tag5297
23.121,tag2479
23.823,tag5304
24.958,tag2485
24.890,tag5302
24.500,tag2483
24.857,tag8300
24.000,tag6400
24.565,tag5309
24.676,tag6486
24.135,tag8440
24.076,tag2490
24.958,tag2481
24.938,tag6488
24.493,tag5311
24.875,tag5283
24.448,tag5304
24.035,tag5309
24.953,tag5280
24.588,tag5292
24.174,tag5305
24.291,tag2479
24.649,tag2490
24.493,tag6488
24.324,tag5905
24.794,tag2467
24.516,tag5292
24.738,tag5299
24.587,tag2467
24.272,tag5899
24.621,tag2476
24.682,tag6598
24.793,tag2488
24.926,tag5293
24.637,tag6490
24.152,tag2466
24.753,tag2490
24.529,tag2489
24.260,tag6471
24.354,tag5299
24.886,tag4335
24.834,tag5306
24.645,tag2474
25.775,tag10375
25.400,tag6485
25.865,tag2486
25.669,tag5306
25.339,tag2189
25.502,tag2468
25.578,tag6479
25.785,tag6481
25.222,tag5289
25.898,tag5287
25.879,tag6488
25.612,tag6488
25.608,tag5297
25.360,tag5062
25.023,tag5303
25.218,tag5300
25.275,tag5308
25.040,tag2466
25.224,tag5310
25.531,tag2485
25.282,tag6477
25.223,tag9441
25.424,tag6481
25.725,tag6481
25.512,tag2488
25.804,tag5283
25.071,tag5392
25.454,tag5307
25.191,tag6493
25.166,tag5305
25.439,tag5281
25.773,tag6476
25.748,tag6482
25.063,tag11809
25.558,tag5296
25.991,tag6484
25.691,tag5291
25.773,tag5309
25.777,tag5303
25.795,tag5301
26.528,tag5286
26.354,tag2477
26.945,tag5297
26.161,tag7160
26.138,tag2472
26.028,tag6488
26.780,tag5309
26.859,tag6468
26.485,tag6493
26.243,tag5280
26.098,tag6246
26.456,tag5308
26.762,tag6492
26.862,tag6467
26.717,tag6479
26.118,tag2473
26.700,tag2468
26.392,tag5280
26.243,tag5282
26.038,tag3264
26.775,tag5294
26.263,tag6490
26.757,tag5310
26.187,tag6470
26.106,tag5300
26.072,tag2464
26.502,tag6469
26.706,tag6468
26.457,tag6482
26.024,tag6477
26.122,tag2477
26.983,tag5307
26.678,tag5302
26.090,tag5286
26.148,tag2482
26.007,tag2476
26.520,tag5293
26.916,tag2477
26.837,tag5281
26.850,tag5288
27.619,tag5291
27.253,tag2472
27.324,tag2465
27.981,tag2474
27.274,tag2484
27.341,tag2465
27.002,tag2485
27.795,tag5301
27.825,tag5282
27.367,tag6485
27.212,tag2474
27.938,tag6479
27.648,tag6469
27.431,tag5296
27.614,tag5308
27.753,tag6482
27.092,tag2465
27.618,tag6480
27.656,tag6473
27.304,tag6489
27.073,tag5280
27.722,tag6471
27.921,tag6481
27.303,tag5296
27.445,tag6475
27.342,tag5309
27.829,tag5304
27.671,tag5302
27.073,tag5292
27.661,tag6483
27.097,tag5310
27.652,tag6288
27.065,tag5283
27.364,tag5302
27.788,tag5303
27.523,tag2474
27.285,tag5290
27.649,tag5294
27.241,tag2487
27.051,tag2464
28.282,tag2479
28.110,tag2471
28.405,tag2469
28.426,tag5294
28.266,tag5284
28.555,tag5301
28.744,tag5310
28.060,tag2471
28.522,tag5295
28.101,tag2477
28.785,tag2493
28.098,tag2484
28.120,tag2468
28.180,tag7888
28.644,tag6465
28.773,tag5294
28.145,tag5303
28.857,tag2466
28.700,tag6475
28.449,tag2469
28.975,tag2492
28.583,tag2484
28.679,tag6561
28.066,tag2478
28.673,tag6495
28.834,tag5292
28.226,tag2481
28.407,tag5250
28.569,tag6465
28.155,tag5280
28.475,tag6493
28.261,tag2472
28.149,tag2490
28.581,tag6472
28.234,tag5290
28.790,tag6492
28.860,tag6478
28.095,tag4410
28.904,tag5281
28.420,tag5288
29.446,tag2471
29.899,tag6487
29.076,tag3163
29.182,tag6488
29.412,tag2479
29.701,tag4196
29.212,tag6494
29.475,tag5308
29.466,tag6475
29.089,tag5307
29.401,tag8890
29.371,tag6478
29.767,tag2495
29.879,tag5293
29.885,tag6472
29.470,tag6468
29.345,tag2486
29.811,tag2475
29.394,tag6474
29.836,tag6482
29.705,tag6479
29.766,tag3223
29.822,tag2474
29.198,tag6466
29.726,tag6490
29.837,tag5280
29.174,tag5280
29.019,tag6479
29.149,tag5292
29.320,tag6486
29.333,tag2480
29.266,tag4330
29.132,tag5296
29.502,tag2485
29.751,tag6467
29.295,tag2488
29.802,tag2468
29.191,tag6473
29.622,tag2478
29.138,tag2491
30.108,tag6477
30.501,tag5296
30.031,tag2467
30.211,tag5298
30.902,tag2476
30.131,tag2480
30.827,tag2485
30.397,tag6483
30.775,tag2467
30.325,tag2467
30.462,tag5295
30.686,tag5303
30.106,tag2468
30.484,tag2491
30.450,tag6478
30.770,tag6490
30.619,tag2484
30.637,tag2469
30.063,tag5288
30.658,tag5299
30.437,tag6485
30.716,tag2470
30.910,tag5298
30.700,tag6470
30.169,tag6490
30.362,tag2485
30.092,tag2471
30.473,tag11800
30.759,tag9906
30.749,tag5288
30.867,tag8038
30.255,tag5281
30.976,tag6473
30.729,tag2475
30.660,tag6476
30.575,tag5294
30.899,tag2466
30.848,tag5358
30.302,tag2487
30.284,tag2488
31.756,tag218
31.817,tag6479
31.755,tag5290
31.381,tag2484
31.539,tag5295
31.896,tag5302
31.857,tag2472
31.794,tag11075
31.470,tag2485
31.729,tag6477
31.118,tag5286
31.370,tag5294
31.198,tag2467
31.802,tag2483
31.319,tag5086
31.573,tag2486
31.484,tag6468
31.208,tag6478
31.655,tag2471
31.024,tag2491
31.524,tag5291
31.102,tag6486
31.219,tag6467
31.158,tag6491
31.202,tag5306
31.491,tag2475
31.605,tag5289
31.183,tag6474
31.868,tag9031
31.505,tag5293
31.511,tag11693
31.144,tag9165
31.136,tag5307
31.234,tag6481
31.054,tag6493
31.748,tag2474
31.517,tag2478
31.904,tag6475
31.749,tag6471
31.273,tag6477
32.488,tag6467
32.898,tag5284
32.320,tag2473
32.408,tag5301
32.161,tag5294
32.303,tag6491
32.085,tag5308
32.505,tag2471
32.769,tag2492
32.471,tag2481
32.500,tag6473
32.967,tag2488
32.336,tag2491
32.465,tag2473
32.042,tag6464
32.509,tag2486
32.952,tag6489
32.949,tag5280
32.791,tag2489
32.340,tag6478
32.651,tag9017
32.616,tag5281
32.275,tag2495
32.549,tag5302
32.116,tag2494
32.017,tag6480
32.810,tag5303
32.891,tag5297
32.939,tag2474
32.210,tag5292
32.311,tag5289
32.122,tag2480
32.551,tag1737
32.434,tag1449
32.859,tag6495
32.597,tag5291
32.056,tag613
32.708,tag5300
32.162,tag5309
32.672,tag6486
33.979,tag5895
33.253,tag2490
33.166,tag5291
33.446,tag2467
33.547,tag5308
33.439,tag5308
33.660,tag6485
33.915,tag5283
33.175,tag5311
33.500,tag6464
33.844,tag11488
33.570,tag6476
33.960,tag2485
33.316,tag10058
33.792,tag2477
33.318,tag5300
33.158,tag2485
33.858,tag2481
33.149,tag8034
33.907,tag6490
33.087,tag2464
33.277,tag5304
33.883,tag2492
33.649,tag5308
33.215,tag2483
33.206,tag2487
33.769,tag6491
33.456,tag6481
33.958,tag2494
33.054,tag5298
33.352,tag8840
33.815,tag5296
33.087,tag2465
33.465,tag5293
33.729,tag6469
33.957,tag6475
33.838,tag5291
33.906,tag5290
33.260,tag5296
33.971,tag5299
34.533,tag6488
34.098,tag2477
34.745,tag5123
34.823,tag2494
34.521,tag4234
34.889,tag2489
34.493,tag7710
34.554,tag2470
34.162,tag6485
34.960,tag2488
34.582,tag2303
34.314,tag6315
34.124,tag5309
34.563,tag6487
34.481,tag11223
34.360,tag3243
34.969,tag2482
34.420,tag6468
34.515,tag5293
34.684,tag5287
34.267,tag3136
34.313,tag1425
34.350,tag5306
34.013,tag6475
34.102,tag5294
34.675,tag4372
34.067,tag6465
34.830,tag2471
34.428,tag6473
34.994,tag5281
34.161,tag10232
34.359,tag6472
34.163,tag4169
34.160,tag5287
34.560,tag6470
34.727,tag6464
34.926,tag5295
34.774,tag2479
34.429,tag6488
34.976,tag5294
35.988,tag828
35.198,tag5291
35.339,tag2469
35.512,tag2468
35.172,tag4009
35.928,tag5307
35.990,tag2471
35.819,tag6474
35.335,tag2466
35.511,tag6476
35.433,tag6477
35.903,tag5295
35.101,tag5305
35.994,tag6482
35.223,tag2485
35.069,tag6491
35.991,tag5292
35.502,tag1656
35.670,tag5286
35.063,tag2482
35.141,tag2472
35.697,tag5281
35.789,tag6466
35.802,tag5287
35.348,tag5297
35.712,tag2490
35.180,tag2492
35.865,tag6491
35.717,tag5296
35.671,tag2469
35.084,tag5302
35.847,tag6484
35.969,tag6492
35.311,tag6476
35.126,tag6485
35.620,tag6478
35.419,tag5281
35.532,tag5282
35.781,tag6492
35.544,tag5304
36.819,tag6466
36.729,tag6477
36.455,tag6483
36.826,tag2477
36.635,tag7088
36.342,tag2467
36.804,tag2483
36.109,tag2494
36.488,tag6475
36.043,tag2495
36.868,tag2490
36.314,tag2473
36.352,tag2986
36.331,tag6479
36.424,tag5307
36.111,tag2471
36.995,tag6489
36.390,tag345
36.114,tag5303
36.625,tag5282
36.294,tag5294
36.471,tag5294
36.036,tag2471
36.510,tag6469
36.311,tag5308
36.902,tag2464
36.654,tag2479
36.377,tag2479
36.269,tag6483
36.987,tag2493
36.228,tag2493
36.548,tag6494
36.759,tag5296
36.462,tag5299
36.094,tag5284
36.433,tag2464
36.516,tag2486
36.511,tag2758
36.861,tag2482
36.848,tag2486
37.284,tag6481
37.843,tag6487
37.138,tag6484
37.161,tag5301
37.402,tag2478
37.665,tag6476
37.233,tag2480
37.832,tag2474
37.029,tag6467
37.676,tag2489
37.542,tag2476
37.259,tag5291
37.659,tag5290
37.717,tag2472
37.274,tag5288
37.672,tag5294
37.753,tag2472
37.822,tag2474
37.612,tag5285
37.268,tag6473
37.016,tag5281
37.830,tag2469
37.862,tag6479
37.603,tag6485
37.910,tag2468
37.051,tag6471
37.301,tag6481
37.990,tag5293
37.811,tag2464
37.091,tag5299
37.612,tag9054
37.699,tag5304
37.939,tag2476
37.133,tag2479
37.095,tag5294
37.510,tag2493
37.401,tag5302
37.156,tag2489
37.472,tag2475
37.353,tag5295
38.276,tag5296
38.377,tag2482
38.437,tag5300
38.793,tag2480
38.701,tag6472
38.786,tag6470
38.834,tag2491
38.848,tag2476
38.318,tag5289
38.278,tag2488
38.161,tag6476
38.646,tag5308
38.980,tag5281
38.890,tag2466
38.218,tag5307
38.940,tag2478
38.104,tag2487
38.691,tag6474
38.060,tag6470
38.248,tag5292
38.263,tag2469
38.918,tag5299
38.114,tag5306
38.329,tag5287
38.780,tag6495
38.037,tag3446
38.224,tag2489
38.677,tag6492
38.275,tag6494
38.661,tag2477
38.995,tag2479
38.685,tag5285
38.013,tag2464
38.843,tag6474
